month,StockCode,product_category,monthly_quantity,monthly_revenue,monthly_orders,monthly_customers,avg_monthly_unit_price,description,monthly_return_qty,monthly_return_value,monthly_return_invoices,monthly_return_rate,total_month_revenue,monthly_market_share_pct,price_pct_change,qty_pct_change,monthly_elasticity,abc_class,bcg_quadrant,elasticity,elasticity_profile,pricing_action,suggested_price,estimated_gain_5pct,return_rate_qty
2011-10,10080,Other,6.0,2.34,3,3,0.38999999999999996,GROOVY CACTUS INFLATABLE,0.0,0.0,0.0,0.0,801059.045,0.00029211329858961895,-1.1102230246251565e-16,-0.9,8106479329266893.0,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.41090909090909095,0.0,0.0
2011-11,10080,Other,91.0,35.489999999999995,6,6,0.38999999999999996,GROOVY CACTUS INFLATABLE,0.0,0.0,0.0,0.0,1073122.535,0.003307171254212828,0.0,14.166666666666666,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.41090909090909095,0.0,0.0
2010-12,10120,Other,16.0,3.36,4,4,0.21,DOGGY RUBBER,0.0,0.0,0.0,0.0,567945.04,0.0005916065399567535,,,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.21,0.0,0.0
2011-02,10120,Other,28.5,5.984999999999999,1,1,0.21,DOGGY RUBBER,0.0,0.0,0.0,0.0,376548.665,0.001589435989634965,0.0,0.78125,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.21,0.0,0.0
2011-03,10120,Other,28.0,5.88,4,4,0.21,DOGGY RUBBER,0.0,0.0,0.0,0.0,499042.575,0.0011782561838536523,0.0,-0.01754385964912286,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.21,0.0,0.0
2011-05,10120,Other,3.0,0.63,2,2,0.21,DOGGY RUBBER,0.0,0.0,0.0,0.0,546022.31,0.00011537990086888572,0.0,-0.8928571428571429,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.21,0.0,0.0
2011-07,10120,Other,5.0,1.05,1,1,0.21,DOGGY RUBBER,0.0,0.0,0.0,0.0,497990.056,0.0002108475836714298,0.0,0.6666666666666667,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.21,0.0,0.0
2011-08,10120,Other,33.5,7.034999999999999,2,2,0.21,DOGGY RUBBER,0.0,0.0,0.0,0.0,508421.575,0.0013836942305211967,0.0,5.7,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.21,0.0,0.0
2011-09,10120,Other,10.0,2.1,4,4,0.21,DOGGY RUBBER,0.0,0.0,0.0,0.0,737847.716,0.0002846115742397988,0.0,-0.7014925373134329,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.21,0.0,0.0
2011-10,10120,Other,10.0,2.1,2,2,0.21,DOGGY RUBBER,0.0,0.0,0.0,0.0,801059.045,0.00026215296027273495,0.0,0.0,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.21,0.0,0.0
2011-11,10120,Other,49.0,10.29,8,8,0.21,DOGGY RUBBER,0.0,0.0,0.0,0.0,1073122.535,0.0009588839731149621,0.0,3.9000000000000004,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.21,0.0,0.0
2011-12,10120,Other,6.0,1.26,1,1,0.21,DOGGY RUBBER,0.0,0.0,0.0,0.0,327880.925,0.0003842858501146415,0.0,-0.8775510204081632,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.21,0.0,0.0
2010-12,10123C,Home Decor,1.0,0.65,1,1,0.65,HEARTS WRAPPING TAPE ,0.0,0.0,0.0,0.0,567945.04,0.00011444769374163387,,,,C,Poids mort,,Non calculable,"Déprioriser, solder ou sortir du catalogue",0.65,0.0,0.0
2011-03,10123C,Home Decor,4.0,2.6,2,2,0.65,HEARTS WRAPPING TAPE ,0.0,0.0,0.0,0.0,499042.575,0.0005209976323162407,0.0,3.0,,C,Poids mort,,Non calculable,"Déprioriser, solder ou sortir du catalogue",0.65,0.0,0.0
2010-12,10124A,Other,4.0,1.68,1,1,0.42,SPOTS ON RED BOOKCOVER TAPE,0.0,0.0,0.0,0.0,567945.04,0.00029580326997837676,,,,C,Poids mort,,Non calculable,"Déprioriser, solder ou sortir du catalogue",0.42000000000000004,0.0,0.0
2011-02,10124A,Other,3.0,1.26,1,1,0.42,SPOTS ON RED BOOKCOVER TAPE,0.0,0.0,0.0,0.0,376548.665,0.00033461810308104534,0.0,-0.25,,C,Poids mort,,Non calculable,"Déprioriser, solder ou sortir du catalogue",0.42000000000000004,0.0,0.0
2011-03,10124A,Other,5.0,2.1,2,2,0.42,SPOTS ON RED BOOKCOVER TAPE,0.0,0.0,0.0,0.0,499042.575,0.000420805779947733,0.0,0.6666666666666667,,C,Poids mort,,Non calculable,"Déprioriser, solder ou sortir du catalogue",0.42000000000000004,0.0,0.0
2011-11,10124A,Other,4.0,1.68,1,1,0.42,SPOTS ON RED BOOKCOVER TAPE,0.0,0.0,0.0,0.0,1073122.535,0.00015655248540652445,0.0,-0.19999999999999996,,C,Poids mort,,Non calculable,"Déprioriser, solder ou sortir du catalogue",0.42000000000000004,0.0,0.0
2010-12,10124G,Other,5.0,2.1,1,1,0.42,ARMY CAMO BOOKCOVER TAPE,0.0,0.0,0.0,0.0,567945.04,0.00036975408747297095,,,,C,Poids mort,,Non calculable,"Déprioriser, solder ou sortir du catalogue",0.42,0.0,0.0
2011-03,10124G,Other,4.0,1.68,1,1,0.42,ARMY CAMO BOOKCOVER TAPE,0.0,0.0,0.0,0.0,499042.575,0.0003366446239581863,0.0,-0.19999999999999996,,C,Poids mort,,Non calculable,"Déprioriser, solder ou sortir du catalogue",0.42,0.0,0.0
2011-09,10124G,Other,4.0,1.68,1,1,0.42,ARMY CAMO BOOKCOVER TAPE,0.0,0.0,0.0,0.0,737847.716,0.00022768925939183903,0.0,0.0,,C,Poids mort,,Non calculable,"Déprioriser, solder ou sortir du catalogue",0.42,0.0,0.0
2011-11,10124G,Other,4.0,1.68,1,1,0.42,ARMY CAMO BOOKCOVER TAPE,0.0,0.0,0.0,0.0,1073122.535,0.00015655248540652445,0.0,0.0,,C,Poids mort,,Non calculable,"Déprioriser, solder ou sortir du catalogue",0.42,0.0,0.0
2010-12,10125,Home Decor,122.5,77.63,11,7,0.95,MINI FUNKY DESIGN TAPES,0.0,0.0,0.0,0.0,567945.04,0.013668576100250827,,,,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,0.8597849462365591,0.0,0.0
2011-01,10125,Home Decor,201.5,104.82000000000001,28,7,0.7039285714285715,MINI FUNKY DESIGN TAPES,0.0,0.0,0.0,0.0,434350.275,0.024132596669819074,-0.2590225563909774,0.6448979591836734,-2.489736678415924,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,0.8597849462365591,0.0,0.0
2011-03,10125,Home Decor,102.5,88.685,11,9,0.98,MINI FUNKY DESIGN TAPES,0.0,0.0,0.0,0.0,499042.575,0.017771028854602234,0.39218670725520033,-0.4913151364764268,-1.2527582587257922,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,0.8597849462365591,0.0,0.0
2011-04,10125,Home Decor,82.0,69.7,6,6,0.85,MINI FUNKY DESIGN TAPES,0.0,0.0,0.0,0.0,386931.436,0.018013527337179192,-0.13265306122448983,-0.19999999999999996,1.507692307692307,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,0.8597849462365591,0.0,0.0
2011-05,10125,Home Decor,35.5,30.175,6,6,0.85,MINI FUNKY DESIGN TAPES,0.0,0.0,0.0,0.0,546022.31,0.005526330966220043,0.0,-0.5670731707317074,,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,0.8597849462365591,0.0,0.0
2011-06,10125,Home Decor,15.0,14.309999999999999,3,2,1.11,MINI FUNKY DESIGN TAPES,0.0,0.0,0.0,0.0,492468.29,0.002905770846687408,0.3058823529411767,-0.5774647887323944,-1.8878656554712878,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,0.8597849462365591,0.0,0.0
2011-07,10125,Home Decor,104.5,89.605,9,8,0.9279999999999999,MINI FUNKY DESIGN TAPES,0.0,0.0,0.0,0.0,497990.056,0.01799333117607473,-0.16396396396396407,5.966666666666667,-36.39010989010987,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,0.8597849462365591,0.0,0.0
2011-08,10125,Home Decor,73.5,62.475,4,4,0.85,MINI FUNKY DESIGN TAPES,0.0,0.0,0.0,0.0,508421.575,0.012288030853136003,-0.08405172413793105,-0.2966507177033493,3.52938289780395,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,0.8597849462365591,0.0,0.0
2011-09,10125,Home Decor,88.5,75.225,4,4,0.85,MINI FUNKY DESIGN TAPES,0.0,0.0,0.0,0.0,737847.716,0.010195193177232793,0.0,0.20408163265306123,,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,0.8597849462365591,0.0,0.0
2011-10,10125,Home Decor,51.0,44.129999999999995,5,4,1.0059999999999998,MINI FUNKY DESIGN TAPES,0.0,0.0,0.0,0.0,801059.045,0.005508957208017044,0.18352941176470572,-0.423728813559322,-2.308778791829641,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,0.8597849462365591,0.0,0.0
2011-11,10125,Home Decor,30.5,25.925,2,2,0.85,MINI FUNKY DESIGN TAPES,0.0,0.0,0.0,0.0,1073122.535,0.0024158471334310397,-0.15506958250497005,-0.4019607843137255,2.592131724484668,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,0.8597849462365591,0.0,0.0
2011-12,10125,Home Decor,26.0,22.1,2,2,0.85,MINI FUNKY DESIGN TAPES,0.0,0.0,0.0,0.0,327880.925,0.00674025181550284,0.0,-0.14754098360655743,,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,0.8597849462365591,0.0,0.0
2010-12,10133,Accessories,130.0,85.27,15,12,0.8153333333333334,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,567945.04,0.015013776685152492,,,,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.6525510204081633,0.0,0.0044014084507042256
2011-01,10133,Accessories,168.5,109.01,21,4,0.7495238095238095,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,434350.275,0.025097255895601765,-0.08071486975820585,0.2961538461538462,-3.669136146053656,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.6525510204081633,0.0,0.0044014084507042256
2011-02,10133,Accessories,39.0,34.71,6,5,0.98,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,376548.665,0.009217932030113559,0.3074968233799238,-0.7685459940652819,-2.499362385658582,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.6525510204081633,0.0,0.0044014084507042256
2011-03,10133,Accessories,83.0,70.55,7,7,0.85,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,499042.575,0.014137070369196455,-0.13265306122448983,1.1282051282051282,-8.504930966469425,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.6525510204081633,0.0,0.0044014084507042256
2011-04,10133,Accessories,34.5,30.105,3,2,1.11,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,386931.436,0.00778044821356929,0.3058823529411767,-0.5843373493975903,-1.9103336422613513,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.6525510204081633,0.0,0.0044014084507042256
2011-05,10133,Accessories,33.0,28.05,4,4,0.85,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,546022.31,0.005137152729162294,-0.23423423423423428,-0.04347826086956519,0.18561872909698982,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.6525510204081633,0.0,0.0044014084507042256
2011-06,10133,Accessories,494.5,249.88500000000002,41,30,0.5704878048780488,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,492468.29,0.050741338086965966,-0.32883787661406017,13.984848484848484,-42.52809508699562,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.6525510204081633,0.0,0.0044014084507042256
2011-07,10133,Accessories,693.0,354.61,53,31,0.5824528301886792,COLOURING PENCILS BROWN TUBE,10.0,4.2,1.0,0.01443001443001443,497990.056,0.07120824918640545,0.020973323545782074,0.4014155712841254,19.13934004822301,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.6525510204081633,0.0,0.0044014084507042256
2011-08,10133,Accessories,501.0,243.835,37,21,0.5972972972972972,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,508421.575,0.04795921573548487,0.02548612752694379,-0.2770562770562771,-10.870865994191341,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.6525510204081633,0.0,0.0044014084507042256
2011-09,10133,Accessories,95.5,45.44,9,5,0.5566666666666666,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,737847.716,0.00615845234926498,-0.06802413273001495,-0.8093812375249501,11.898442582683879,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.6525510204081633,0.0,0.0044014084507042256
2010-12,10135,Accessories,316.5,239.32999999999998,31,17,1.5116129032258063,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,567945.04,0.04213964083566959,,,,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,1.4128813559322033,0.0,0.0005980861244019139
2011-01,10135,Accessories,507.0,442.86,42,15,1.0616666666666668,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,434350.275,0.10195918489979085,-0.2976596955470193,0.6018957345971565,-2.022093496706137,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,1.4128813559322033,0.0,0.0005980861244019139
2011-02,10135,Accessories,100.5,114.5,12,7,1.6691666666666667,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,376548.665,0.03040775619268229,0.5722135007849292,-0.8017751479289941,-1.4011818085892165,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,1.4128813559322033,0.0,0.0005980861244019139
2011-03,10135,Accessories,86.5,85.67999999999999,9,8,1.2879999999999998,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,499042.575,0.0171688758218675,-0.22835746380429367,-0.1393034825870647,0.6100237770482958,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,1.4128813559322033,0.0,0.0005980861244019139
2011-04,10135,Accessories,30.0,37.5,5,5,1.25,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,386931.436,0.009691639528611472,-0.029503105590061973,-0.653179190751445,22.13933678125961,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,1.4128813559322033,0.0,0.0005980861244019139
2011-05,10135,Accessories,13.0,22.3,3,2,1.6533333333333333,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,546022.31,0.004084082205358971,0.32266666666666666,-0.5666666666666667,-1.756198347107438,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,1.4128813559322033,0.0,0.0005980861244019139
2011-06,10135,Accessories,55.0,68.75,8,8,1.25,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,492468.29,0.013960289707180945,-0.24395161290322576,3.230769230769231,-13.243483788938338,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,1.4128813559322033,0.0,0.0005980861244019139
2011-07,10135,Accessories,114.0,142.5,9,9,1.25,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,497990.056,0.028615029212551185,0.0,1.0727272727272728,,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,1.4128813559322033,0.0,0.0005980861244019139
2011-08,10135,Accessories,68.0,79.58500000000001,4,4,1.2025000000000001,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,508421.575,0.01565334830647185,-0.03799999999999992,-0.4035087719298246,10.618651892890142,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,1.4128813559322033,0.0,0.0005980861244019139
2011-09,10135,Accessories,70.0,99.6,11,8,1.69,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,737847.716,0.013498720378230458,0.40540540540540526,0.02941176470588225,0.07254901960784291,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,1.4128813559322033,0.0,0.0005980861244019139
2011-10,10135,Accessories,69.0,101.98,13,9,1.7153846153846155,COLOURING PENCILS BROWN TUBE,1.0,1.25,1.0,0.014492753623188406,801059.045,0.012730647089815956,0.015020482476103991,-0.014285714285714235,-0.9510822510822342,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,1.4128813559322033,0.0,0.0005980861244019139
2011-11,10135,Accessories,173.5,223.14499999999998,22,13,1.654090909090909,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,1073122.535,0.02079399068811839,-0.03573175703220555,1.5144927536231885,-42.385062460213035,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,1.4128813559322033,0.0,0.0005980861244019139
2011-12,10135,Accessories,69.0,97.14,6,5,1.6533333333333333,COLOURING PENCILS BROWN TUBE,0.0,0.0,0.0,0.0,327880.925,0.029626609111219265,-0.0004580012824035862,-0.6023054755043228,1315.0737752161515,B,Poids mort,,Non calculable,Maintenir et suivre la saisonnalité,1.4128813559322033,0.0,0.0005980861244019139
2010-12,11001,Home Decor,74.0,138.42,11,5,2.4490909090909088,ASSTD DESIGN RACING CAR PEN,1.0,1.69,1.0,0.013513513513513514,567945.04,0.0243720765657184,,,,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,1.89,0.0,0.16349977905435262
2011-01,11001,Home Decor,33.0,57.44,3,2,2.2466666666666666,ASSTD DESIGN RACING CAR PEN,0.0,0.0,0.0,0.0,434350.275,0.013224349863713106,-0.08265280871071512,-0.5540540540540541,6.703390516264772,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,1.89,0.0,0.16349977905435262
2011-02,11001,Home Decor,26.0,59.94,2,1,2.49,ASSTD DESIGN RACING CAR PEN,0.0,0.0,0.0,0.0,376548.665,0.015918261189426873,0.10830860534124653,-0.21212121212121215,-1.958488999584886,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,1.89,0.0,0.16349977905435262
2011-03,11001,Home Decor,48.5,86.765,5,3,2.33,ASSTD DESIGN RACING CAR PEN,0.0,0.0,0.0,0.0,499042.575,0.017386292141507165,-0.06425702811244982,0.8653846153846154,-13.467548076923073,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,1.89,0.0,0.16349977905435262
2011-04,11001,Home Decor,36.0,60.84,4,3,1.69,ASSTD DESIGN RACING CAR PEN,0.0,0.0,0.0,0.0,386931.436,0.015723715971219254,-0.27467811158798283,-0.25773195876288657,0.938305412371134,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,1.89,0.0,0.16349977905435262
2011-05,11001,Home Decor,92.5,156.325,5,5,1.69,ASSTD DESIGN RACING CAR PEN,0.0,0.0,0.0,0.0,546022.31,0.02862978254496597,0.0,1.5694444444444446,,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,1.89,0.0,0.16349977905435262
2011-06,11001,Home Decor,139.0,197.5,9,5,1.498888888888889,ASSTD DESIGN RACING CAR PEN,0.0,0.0,0.0,0.0,492468.29,0.04010410497699253,-0.11308349769888226,0.5027027027027027,-4.44541169076053,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,1.89,0.0,0.16349977905435262
2011-07,11001,Home Decor,235.5,244.48499999999999,26,4,1.021111111111111,ASSTD DESIGN RACING CAR PEN,0.0,0.0,0.0,0.0,497990.056,0.049094353803723345,-0.31875463306152707,0.6942446043165467,-2.1779906307512125,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,1.89,0.0,0.16349977905435262
2011-08,11001,Home Decor,92.0,133.14,6,4,1.8166666666666667,ASSTD DESIGN RACING CAR PEN,180.0,228.6,1.0,1.9565217391304348,508421.575,0.026186929616431005,0.779107725788901,-0.6093418259023354,-0.7821021480506233,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,1.89,0.0,0.16349977905435262
2011-09,11001,Home Decor,96.0,167.04,10,6,2.0100000000000002,ASSTD DESIGN RACING CAR PEN,1.0,1.69,1.0,0.010416666666666666,737847.716,0.022638817790959997,0.10642201834862397,0.04347826086956519,0.40854572713643106,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,1.89,0.0,0.16349977905435262
2011-10,11001,Home Decor,112.5,215.725,13,8,2.3757142857142854,ASSTD DESIGN RACING CAR PEN,2.0,3.38,1.0,0.017777777777777778,801059.045,0.026929974930874165,0.18194740582800262,0.171875,0.9446411132812512,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,1.89,0.0,0.16349977905435262
2011-11,11001,Home Decor,124.5,231.20499999999998,14,7,2.3757142857142854,ASSTD DESIGN RACING CAR PEN,1.0,1.69,1.0,0.008032128514056224,1073122.535,0.021545069874056834,0.0,0.10666666666666669,,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,1.89,0.0,0.16349977905435262
2011-12,11001,Home Decor,22.0,45.18,5,3,2.65,ASSTD DESIGN RACING CAR PEN,0.0,0.0,0.0,0.0,327880.925,0.013779392625539287,0.11545399879735418,-0.8232931726907631,-7.130919511378848,B,Dilemme,,Non calculable,Tester visibilité ou promotion courte,1.89,0.0,0.16349977905435262
2011-03,15030,Other,5.0,1.45,1,1,0.29,FAN BLACK FRAME ,0.0,0.0,0.0,0.0,499042.575,0.0002905563718686727,,,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.29,0.0,0.0
2011-06,15030,Other,10.0,2.9,1,1,0.29,FAN BLACK FRAME ,0.0,0.0,0.0,0.0,492468.29,0.0005888704021938143,0.0,1.0,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.29,0.0,0.0
2011-07,15030,Other,57.5,16.674999999999997,4,4,0.29,FAN BLACK FRAME ,0.0,0.0,0.0,0.0,497990.056,0.0033484604359248485,0.0,4.75,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.29,0.0,0.0
2011-08,15030,Other,2.0,0.58,1,1,0.29,FAN BLACK FRAME ,0.0,0.0,0.0,0.0,508421.575,0.00011407855774019817,0.0,-0.9652173913043478,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.29,0.0,0.0
2011-09,15030,Other,3.0,0.8699999999999999,1,1,0.29,FAN BLACK FRAME ,0.0,0.0,0.0,0.0,737847.716,0.00011791050932791664,0.0,0.5,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.29,0.0,0.0
2011-10,15030,Other,10.0,2.9,1,1,0.29,FAN BLACK FRAME ,0.0,0.0,0.0,0.0,801059.045,0.00036202075466234824,0.0,2.3333333333333335,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.29,0.0,0.0
2011-11,15030,Other,22.0,6.379999999999999,2,2,0.29,FAN BLACK FRAME ,0.0,0.0,0.0,0.0,1073122.535,0.0005945267005319201,0.0,1.2000000000000002,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.29,0.0,0.0
2011-12,15030,Other,2.0,0.58,1,1,0.29,FAN BLACK FRAME ,0.0,0.0,0.0,0.0,327880.925,0.00017689348656070797,0.0,-0.9090909090909091,,C,Dilemme,,Non calculable,Tester visibilité ou promotion courte,0.29,0.0,0.0
2010-12,15034,Stationery,45.0,11.27,9,4,0.5344444444444444,PAPER POCKET TRAVELING FAN ,0.0,0.0,0.0,0.0,567945.04,0.001984346936104944,,,,C,Dilemme,,Non calculable,Vérifier qualité / description avant promotion,0.3739855072463768,0.0,0.6949322629202208
2011-01,15034,Stationery,37.5,11.52,6,1,0.7216666666666667,PAPER POCKET TRAVELING FAN ,0.0,0.0,0.0,0.0,434350.275,0.0026522372985719874,0.3503118503118505,-0.16666666666666663,-0.47576656775469794,C,Dilemme,,Non calculable,Vérifier qualité / description avant promotion,0.3739855072463768,0.0,0.6949322629202208
2011-02,15034,Stationery,60.5,13.990000000000002,4,2,0.485,PAPER POCKET TRAVELING FAN ,0.0,0.0,0.0,0.0,376548.665,0.0037153232238919245,-0.32794457274826794,0.6133333333333333,-1.8702347417840373,C,Dilemme,,Non calculable,Vérifier qualité / description avant promotion,0.3739855072463768,0.0,0.6949322629202208
2011-03,15034,Stationery,103.5,16.560000000000002,6,5,0.255,PAPER POCKET TRAVELING FAN ,0.0,0.0,0.0,0.0,499042.575,0.0033183541504449797,-0.4742268041237113,0.7107438016528926,-1.4987423643550128,C,Dilemme,,Non calculable,Vérifier qualité / description avant promotion,0.3739855072463768,0.0,0.6949322629202208
