week,weekly_revenue,scope,trend,seasonal,resid,seasonality_index,seasonality_status
2011-08-01,116202.23,Total catalogue,136323.2930902703,1499.8725760824054,-21620.935666352714,1.0265972871995466,Semaine normale
2011-08-08,113525.065,Total catalogue,141509.11420051364,11884.216018567637,-39868.265219081266,1.1425740797351136,Semaine normale
2011-08-15,116437.44,Total catalogue,146768.96565273777,24612.564421717125,-54944.090074454885,1.2765619843362495,Semaine forte
2011-08-22,118895.28,Total catalogue,152066.3551459883,2152.8517505931754,-35323.92689658147,1.1487257506286377,Semaine normale
2011-08-29,112108.515,Total catalogue,157431.43034208822,-3302.0755906295585,-42020.83975145867,1.1480564729496194,Semaine normale
2011-09-05,150864.225,Total catalogue,162938.1349441735,-5216.727714994671,-6857.182229178841,1.1748124345564874,Semaine normale
2011-09-12,157597.98,Total catalogue,168621.82717180517,-7669.633324207205,-3354.2138475979446,1.1988774512171763,Semaine normale
2011-09-19,204909.221,Total catalogue,175242.76367105133,27706.797884279375,1959.6594446692907,1.511701377077747,Semaine forte
2011-09-26,166458.715,Total catalogue,182112.89153326539,-8395.120680802554,-7259.055852462829,1.293963837162312,Semaine forte
2011-10-03,201298.59,Total catalogue,189180.13024108045,12655.572642650703,-537.1128837311699,1.503404627506953,Semaine forte
2011-10-10,181774.19,Total catalogue,196381.72351349605,-15962.98327992458,1355.44976642853,1.3438770499012123,Semaine forte
2011-10-17,181762.555,Total catalogue,203675.69541499732,-20979.29766365566,-933.8427513416682,1.3608425362010483,Semaine forte
2011-10-24,180769.415,Total catalogue,211035.03491623816,-27998.35796381424,-2267.261952423898,1.3633771587591106,Semaine forte
2011-10-31,216245.28,Total catalogue,218442.95330108423,-1228.9726879341865,-968.700613150053,1.6179521211920211,Semaine forte
2011-11-07,254552.865,Total catalogue,225889.32982991953,29669.339573143207,-1005.8044030627352,1.9035684999764872,Semaine forte
2011-11-14,266404.66,Total catalogue,233367.97659014314,33997.32398998043,-960.6405801236106,1.991512028763791,Semaine forte
2011-11-21,239212.395,Total catalogue,240875.22069734894,-1347.5418851828672,-315.2838121660752,1.7841591730163404,Semaine forte
2011-11-28,244345.15,Total catalogue,248409.0771736975,-5583.32326661079,1519.3960929132882,1.8087253983606515,Semaine forte
2011-12-05,224968.025,Total catalogue,255968.42240572523,-35414.24134418654,4413.843938461301,1.6428321237840355,Semaine forte
2010-11-29,53400.635,Other,40231.60006946339,8902.593181658956,4266.441748877653,1.0213014634809097,Semaine normale
2010-12-06,82567.665,Other,39830.08133181879,41801.82366397627,935.760004204938,1.6967976580552826,Semaine forte
2010-12-13,60321.605,Other,39446.790422685954,18946.03083220704,1928.7837451070081,1.2137509513914557,Semaine forte
2010-12-20,25457.18,Other,39081.160646472854,-11336.678451806452,-2287.302194666401,0.5766957467707193,Semaine faible
2010-12-27,0.0,Other,38732.031368117874,-38049.63821284597,-682.3931552719005,0.014184198050969892,Semaine faible
2011-01-03,34769.365,Other,38398.89552943816,-2783.7458172490938,-845.7847121890663,0.7402951410486327,Semaine faible
2011-01-10,35695.53,Other,38081.97572895124,432.2830957666333,-2818.728824717873,0.8005559122855529,Semaine normale
2011-01-17,36765.69,Other,37782.59993553026,-938.0987323407905,-78.81120318947069,0.7658483941665614,Semaine faible
2011-01-24,38308.095,Other,37504.24238650893,1380.1880718759576,-576.335458384885,0.8082502857185512,Semaine normale
2011-01-31,34240.31,Other,37252.821580700234,-978.5092359513252,-2034.0023447489148,0.7539964703421572,Semaine faible
2011-02-07,27104.57,Other,37038.26723526746,-10144.78565940948,211.08842414201354,0.5590068804252372,Semaine faible
2011-02-14,35972.415,Other,36880.10994617056,-521.7744597817732,-385.92048638878623,0.7557429721537263,Semaine faible
2011-02-21,38547.78,Other,36818.90592949696,1377.0921995714207,351.7818709316125,0.7939405576266495,Semaine faible
2011-02-28,33765.935,Other,36985.48625413989,3190.697112773286,-6410.24836691318,0.8351006123168316,Semaine normale
2011-03-07,37625.58,Other,37189.65639827744,27321.938396201847,-26886.014794479284,1.340935544384544,Semaine forte
2011-03-14,42160.92,Other,37402.93071780462,11913.34766966263,-7155.358387467255,1.02508627816743,Semaine normale
2011-03-21,38051.96,Other,37581.06714015174,-4032.909013784886,4503.801873633143,0.6973307329262967,Semaine faible
2011-03-28,44213.445,Other,37700.4251452458,-24217.22135076268,30730.241205516882,0.2802613588735867,Semaine faible
2011-04-04,37856.17,Other,37787.268174879704,492.2753549890348,-423.37352986873884,0.7956771291353828,Semaine faible
2011-04-11,42286.235,Other,37885.77862934334,381.7588369708692,4018.697533685794,0.7954275715570948,Semaine faible
2011-04-18,33447.255,Other,38043.11196095453,-3611.488002642205,-984.3689583123269,0.7156944199515369,Semaine faible
2011-04-25,23098.695,Other,38270.75255787056,-847.1301038545699,-14324.92745401599,0.7778859863577897,Semaine faible
2011-05-02,41265.565,Other,38545.53884579129,-453.52224852742074,3173.548402736131,0.7917792014797362,Semaine faible
2011-05-09,55444.63,Other,38825.88452166183,-5449.180068272699,22067.925546610866,0.6937669034310942,Semaine faible
2011-05-16,62105.755,Other,39088.5502587663,3782.979166338501,19234.225574895194,0.891125972492166,Semaine normale
2011-05-23,38118.77,Other,39323.28201474402,-31.844615421830554,-1172.667399322192,0.816710316440978,Semaine normale
2011-05-30,34516.415,Other,39533.80945532946,-1821.969906200522,-3195.424549128933,0.7838768558839184,Semaine faible
2011-06-06,48899.46,Other,39728.87943829203,12904.699200937703,-3734.1186392297386,1.0940395544452128,Semaine normale
2011-06-13,45855.675,Other,39936.20263548099,5306.406507558533,613.0658569604784,0.9404111449092651,Semaine normale
2011-06-20,39684.0,Other,40172.496579383136,3006.6676618021042,-3495.164241185237,0.8975204580243661,Semaine normale
2011-06-27,31549.29,Other,40497.00572145944,-11506.704995066964,2558.989273607527,0.6025912831679596,Semaine faible
2011-07-04,46471.52,Other,40991.05582592601,2210.7846530179704,3269.679521056016,0.8979918054359514,Semaine normale
2011-07-11,40482.12,Other,41707.09208522509,-1126.3930167611009,-98.57906846398691,0.8435088602325622,Semaine normale
2011-07-18,52049.475,Other,42638.61365120769,-6364.655325111161,15775.516673903468,0.753989111723976,Semaine faible
2011-07-25,40872.06,Other,43745.327769015996,-3912.8882421338544,1039.6204731178586,0.8279555659925344,Semaine normale
2011-08-01,40857.485,Other,44978.83248199459,-208.51276569601941,-3912.8347162985738,0.9305941549313932,Semaine normale
2011-08-08,37618.27,Other,46309.41374333649,199.28332187369813,-8890.427065210191,0.9667280000817853,Semaine normale
2011-08-15,39872.335,Other,47724.50424638121,7720.951171592301,-15573.120417973514,1.1524871177252594,Semaine normale
2011-08-22,41450.985,Other,49220.92884296213,-169.33250800528936,-7600.61133495684,1.0195846071375543,Semaine normale
2011-08-29,41715.265,Other,50813.488182150555,-2072.015258078815,-7026.207924071743,1.0131383937688345,Semaine normale
2011-09-05,50392.78,Other,52547.87161411217,855.7841792953141,-3010.875793407482,1.1100463487469994,Semaine normale
2011-09-12,52948.895,Other,54496.34093197007,-468.7035940186905,-1078.7423379513857,1.123016405289308,Semaine normale
2011-09-19,65968.64,Other,57258.1164340545,8803.75528012809,-93.23171418259153,1.3731595412008037,Semaine forte
2011-09-26,56890.58,Other,60156.13264055357,-399.0980739827029,-2866.4545665708647,1.2421074371608627,Semaine forte
2011-10-03,62560.955,Other,63129.48077527397,2646.977261007122,-3215.503036281094,1.3672269433977127,Semaine forte
2011-10-10,59725.895,Other,66155.17110832983,-4569.541829900999,-1859.734278428834,1.2801165369702165,Semaine forte
2011-10-17,59255.99,Other,69222.7658519161,-9188.976217163787,-777.7996347523149,1.247860057433162,Semaine forte
2011-10-24,62508.925,Other,72326.21935717024,-7862.921878174069,-1954.3724789961707,1.3399316382303714,Semaine forte
2011-10-31,74987.135,Other,75461.62238649244,-640.3253969046867,165.83801041224797,1.5552326202742779,Semaine forte
2011-11-07,86532.155,Other,78626.54524812338,6801.623248363099,1103.9865035135153,1.775706646123928,Semaine forte
2011-11-14,92599.795,Other,81819.04641372312,11618.216694950992,-837.4681086741039,1.9421833807021933,Semaine forte
2011-11-21,86988.685,Other,85037.290430458,633.7983506597851,1317.596218882216,1.780755977878194,Semaine forte
2011-11-28,89422.88,Other,88279.82512869427,-1731.6180989725767,2874.6729702783196,1.7989877242786403,Semaine forte
2011-12-05,82637.79,Other,91544.85552003038,-10174.7073693122,1267.6418492818048,1.6913567902753472,Semaine forte
2010-11-29,27147.825,Home Decor,27964.03917341824,-209.86867401621384,-606.3454994020285,0.8995088501207704,Semaine normale
2010-12-06,48505.425,Home Decor,27564.46206891871,20622.02718746509,318.93574361620267,1.5617174919099281,Semaine forte
2010-12-13,40070.99,Home Decor,27167.224635954062,11724.240136288412,1179.5252277575237,1.260467026299561,Semaine forte
2010-12-20,12258.305,Home Decor,26772.87000445307,-14698.672230889564,184.10722643649206,0.39132308982763064,Semaine faible
2010-12-27,0.0,Home Decor,26381.503900678254,-25823.837105967596,-557.666794710658,0.0180739041461004,Semaine faible
2011-01-03,26115.15,Home Decor,25993.066701328724,-1013.460586061329,1135.5438847326077,0.8095855998902237,Semaine normale
2011-01-10,27241.175,Home Decor,25607.50937869135,3329.4654743168794,-1695.7998530082295,0.9378433766040274,Semaine normale
2011-01-17,26753.06,Home Decor,25224.492234763693,1808.1864131845985,-279.61864794828944,0.8761253984090128,Semaine normale
2011-01-24,27886.985,Home Decor,24844.02655974325,2050.3927985435257,992.5656417132232,0.8716444338395755,Semaine normale
2011-01-31,24095.405,Home Decor,24466.418178675332,1248.7806073618635,-1619.7937860371967,0.8334260572173726,Semaine normale
2011-02-07,19052.38,Home Decor,24092.099030194822,-5057.102248176371,17.383217981550843,0.616921628690538,Semaine faible
2011-02-14,24586.605,Home Decor,23723.714746017366,776.9342282383001,85.9560257443336,0.7940626647991579,Semaine faible
2011-02-21,28249.975000000002,Home Decor,23370.778752069138,4780.535398053393,98.66084987746945,0.9123802212395745,Semaine normale
2011-02-28,22613.755,Home Decor,23111.83652008606,-1231.4776133440607,733.3960932580012,0.7091394239599883,Semaine faible
2011-03-07,24664.3,Home Decor,22882.92971361285,13902.017535348486,-12120.647248961339,1.1921950829832697,Semaine normale
2011-03-14,26782.745,Home Decor,22687.701426003783,6586.735418308284,-2491.6918443120667,0.9487804733464331,Semaine normale
2011-03-21,24523.415,Home Decor,22525.678509004534,-7705.203514063792,9702.94000505926,0.4803295570022531,Semaine faible
2011-03-28,29438.335,Home Decor,22382.999923792817,-16523.343390961283,23578.67846716847,0.18991066261784026,Semaine faible
2011-04-04,21220.46,Home Decor,22244.485056093916,1030.541142130232,-2054.5661982241472,0.7543403991319605,Semaine faible
2011-04-11,27559.2,Home Decor,22112.514179211077,2270.2730532572123,3176.4127675317104,0.7902427819519772,Semaine faible
2011-04-18,22689.16,Home Decor,22005.888772043876,1713.0516876590393,-1029.7804597029171,0.7687275993152116,Semaine faible
2011-04-25,16535.705,Home Decor,21923.719638129744,-217.87485534254813,-5170.139782787195,0.7034834451955788,Semaine faible
2011-05-02,27024.355,Home Decor,21890.203423838608,1820.5467900192461,3313.6047861421466,0.7684621545734039,Semaine faible
2011-05-09,32970.085,Home Decor,21939.51340013539,-3039.972628949166,14070.544228813775,0.6125315180025509,Semaine faible
2011-05-16,34820.75,Home Decor,22084.36936344337,134.4087568877713,12601.971879668858,0.7201075441450575,Semaine faible
2011-05-23,22478.355,Home Decor,22304.782573275777,727.0280843782862,-553.4556576540635,0.7464578169004212,Semaine faible
2011-05-30,19755.0,Home Decor,22568.738587158903,-2300.477693603927,-513.2608935549761,0.6568915489908884,Semaine faible
2011-06-06,27649.505,Home Decor,22858.893648898356,7002.410861433494,-2211.79951033185,0.9678007737169986,Semaine normale
2011-06-13,23820.34,Home Decor,23169.706477900123,2084.1651345101823,-1433.5316124103047,0.8184745069454044,Semaine normale
2011-06-20,20793.975,Home Decor,23519.381687322188,-342.2852694888878,-2383.121417833303,0.7511665084133081,Semaine faible
2011-06-27,18904.795000000002,Home Decor,23974.701261524136,-8476.733482919537,3406.8272213954006,0.5022870049761252,Semaine faible
2011-07-04,24512.56,Home Decor,24604.684194415426,4321.340812897127,-4413.465007312552,0.9374884936104633,Semaine normale
2011-07-11,24410.83,Home Decor,25429.581308930996,706.4922372587424,-1725.2435461897367,0.8470665503302123,Semaine normale
2011-07-18,31142.57,Home Decor,26422.454254276454,318.67594549649107,4401.439800227054,0.8666763532870068,Semaine normale
2011-07-25,25370.15,Home Decor,27548.08971872955,-2430.4750851867884,252.53536645723943,0.8140584369935131,Semaine normale
2011-08-01,25688.37,Home Decor,28752.645751561253,2278.1625897519207,-5342.438341313176,1.0057042320905973,Semaine normale
2011-08-08,26896.875,Home Decor,30003.555802539635,-700.4904999149799,-2406.1903026246546,0.9497083177443782,Semaine normale
2011-08-15,25538.41,Home Decor,31306.788769583214,91.745118963984,-5860.123888547198,1.017622166519934,Semaine normale
2011-08-22,26011.225000000002,Home Decor,32669.049914410578,-2576.1761835528614,-4081.6487308577125,0.9753059003170919,Semaine normale
2011-08-29,24402.705,Home Decor,34094.73487043276,-3142.043575002486,-6549.9862954302735,1.0031724693734059,Semaine normale
2011-09-05,38104.775,Home Decor,35598.60036842936,-438.31794401283463,2944.4925755834774,1.1395399193858038,Semaine normale
2011-09-12,35798.94,Home Decor,37193.74192917285,-1712.292894457546,317.4909652846982,1.149948885070196,Semaine normale
2011-09-19,46991.79,Home Decor,39017.54388327624,7457.431637949318,516.8144787744459,1.5062475670598496,Semaine forte
2011-09-26,36624.98,Home Decor,40853.35373995437,-1769.4442572787289,-2458.9294826756377,1.266704132906559,Semaine forte
2011-10-03,52414.29,Home Decor,42691.273068859606,8530.114283682959,1192.9026474574348,1.6600781219553586,Semaine forte
2011-10-10,42543.64,Home Decor,44531.73712237349,-1811.5572038087448,-176.5399185647475,1.384555157803348,Semaine forte
2011-10-17,42402.125,Home Decor,46375.14563359998,-1771.6744444072751,-2201.3461891927072,1.4455923689612726,Semaine forte
2011-10-24,43692.285,Home Decor,48221.886064448125,-4060.272547304784,-469.3285171433381,1.4312718225586796,Semaine forte
2011-10-31,52559.63,Home Decor,50072.7164981197,2039.0508835964106,447.86261828388524,1.6889352162875295,Semaine forte
2011-11-07,54702.965000000004,Home Decor,51928.197955923715,2139.983816413233,634.7832276630579,1.7523423377111365,Semaine forte
2011-11-14,55183.340000000004,Home Decor,53788.42635237426,519.7212236781322,875.1924239476066,1.760119596418005,Semaine forte
2011-11-21,51292.94,Home Decor,55653.05354444629,-5433.646645874272,1073.5331014279873,1.627604073198832,Semaine forte
2011-11-28,54023.975,Home Decor,57521.289851003916,-4237.086107109029,739.7712561051085,1.7269337175940604,Semaine forte
2011-12-05,49642.605,Home Decor,59391.91394020794,-7980.194124032905,-1769.1148161750316,1.6662467709339468,Semaine forte
2010-11-29,13536.82,Bags & Packaging,11578.136773132765,1446.9150601259134,511.7681667413217,0.8353276811669821,Semaine normale
2010-12-06,19987.895,Bags & Packaging,11479.258417384435,8634.756178670443,-126.11959605487755,1.2899597933713396,Semaine forte
2010-12-13,14886.71,Bags & Packaging,11383.080710950413,3332.964011817882,170.66527723170475,0.9437750936876067,Semaine normale
2010-12-20,5670.505,Bags & Packaging,11289.863865568588,-5644.266114416919,24.90724884833071,0.3620656668888816,Semaine faible
2010-12-27,0.0,Bags & Packaging,11199.88471166022,-11091.786466715017,-108.09824494520217,0.006932598614135807,Semaine faible
2011-01-03,11432.81,Bags & Packaging,11113.480015420018,171.53923860078675,147.79074597919498,0.7237352362249697,Semaine faible
2011-01-10,12942.355,Bags & Packaging,11031.106838546364,2463.9486588939344,-552.7004974402989,0.8654701386379243,Semaine normale
2011-01-17,12877.955,Bags & Packaging,10953.360719780614,1625.6194506701843,298.9748295492009,0.806720040099777,Semaine normale
2011-01-24,11263.755,Bags & Packaging,10881.185522583088,261.2243631598659,121.34511425704477,0.7145893568502678,Semaine faible
2011-01-31,11390.57,Bags & Packaging,10815.757273533714,1220.545097509776,-645.7323710434903,0.771916816772696,Semaine faible
2011-02-07,7378.815,Bags & Packaging,10758.58428338127,-3378.161709015194,-1.607574366074914,0.4733241259996776,Semaine faible
2011-02-14,11087.8,Bags & Packaging,10712.342701703343,496.97189176118536,-121.51459346452975,0.7188801155417236,Semaine faible
2011-02-21,11492.205,Bags & Packaging,10682.359251153259,1569.8036240167185,-759.9578751699773,0.7857604664315091,Semaine faible
2011-02-28,10497.25,Bags & Packaging,10734.213844291859,373.8457771429114,-610.8096214347697,0.7123863923631122,Semaine faible
2011-03-07,11201.545,Bags & Packaging,10806.831574601354,5655.562677221108,-5260.849251822462,1.0557726597078032,Semaine normale
2011-03-14,12439.75,Bags & Packaging,10914.715643654361,2248.194162550405,-723.1598062047651,0.844168842211531,Semaine normale
2011-03-21,13620.125,Bags & Packaging,11062.838821208252,-2549.129015300584,5106.415194092331,0.5460045427334161,Semaine faible
2011-03-28,17954.555,Bags & Packaging,11253.243153515812,-7773.805414580367,14475.117261064557,0.22314465197046943,Semaine faible
2011-04-04,11382.985,Bags & Packaging,11475.230754243694,875.6955733229172,-967.9413275666102,0.7920944025056725,Semaine faible
2011-04-11,13635.88,Bags & Packaging,11710.12841592682,1294.4750000664646,631.276584006715,0.8340162753317883,Semaine normale
2011-04-18,10541.74,Bags & Packaging,11954.987888695156,-483.4403426974004,-929.8075459977554,0.7356977410659322,Semaine faible
2011-04-25,9585.13,Bags & Packaging,12220.8060061933,-340.6458881735343,-2295.0301180197657,0.7619030411793082,Semaine faible
2011-05-02,13547.72,Bags & Packaging,12517.99314753104,339.21493861928536,690.5119138496739,0.8245634608118358,Semaine normale
2011-05-09,24631.075,Bags & Packaging,12849.669862704151,-1520.400684491946,13301.805821787795,0.7265730895433139,Semaine faible
2011-05-16,18939.920000000002,Bags & Packaging,13212.75917474658,1730.309531655081,3996.85129359834,0.958334683948393,Semaine normale
2011-05-23,15972.425,Bags & Packaging,13596.952290316312,976.9358913043491,1398.536818379338,0.9346582551982306,Semaine normale
2011-05-30,11968.94,Bags & Packaging,13982.20746872758,-353.22093677337114,-1660.046531954209,0.8740594557423009,Semaine normale
2011-06-06,17080.595,Bags & Packaging,14356.310206946604,2671.1390282709885,53.14576478240815,1.0920109852863673,Semaine normale
2011-06-13,16047.55,Bags & Packaging,14713.849795189033,1190.9705394304092,142.72966538055698,1.020014112770807,Semaine normale
2011-06-20,14692.655,Bags & Packaging,15056.007633299507,803.6336641111809,-1166.9862974106873,1.0171166732157042,Semaine normale
2011-06-27,14373.63,Bags & Packaging,15379.78761337786,-4478.960445851379,3472.802832473515,0.6990960801707465,Semaine faible
2011-07-04,18238.045000000002,Bags & Packaging,15687.545613193115,1356.7604703685765,1193.7389164383112,1.0930920552290684,Semaine normale
2011-07-11,11823.175,Bags & Packaging,15987.818064181156,-195.26566085584773,-3969.3774033253085,1.0128141022128543,Semaine normale
2011-07-18,19790.415,Bags & Packaging,16293.10882932074,-2355.038747024071,5852.344917703333,0.8938817219950279,Semaine normale
2011-07-25,16734.55,Bags & Packaging,16610.076183023273,-1212.3862647537073,1336.8600817304323,0.9874906280152913,Semaine normale
2011-08-01,16297.255000000001,Bags & Packaging,16939.08021604076,-920.7034222620736,278.87820622131767,1.0272967596980775,Semaine normale
2011-08-08,16833.765,Bags & Packaging,17276.815039860907,533.1614123253254,-976.2114521862331,1.1421963245823974,Semaine normale
2011-08-15,16045.800000000001,Bags & Packaging,17612.670861956234,2908.304583931717,-4475.1754458879495,1.3160591645960111,Semaine forte
2011-08-22,17675.415,Bags & Packaging,17933.468176371756,164.96060329575005,-423.0137796675044,1.160695461240487,Semaine normale
2011-08-29,14446.785,Bags & Packaging,18242.458413579516,-267.0303262155353,-3528.64308736398,1.1528071330864689,Semaine normale
2011-09-05,17600.15,Bags & Packaging,18550.649279908783,-212.70876908029092,-737.7905108284904,1.1760559205741017,Semaine normale
2011-09-12,18916.525,Bags & Packaging,18871.403448713576,196.49816580970938,-151.37661452328393,1.2228700694847792,Semaine forte
2011-09-19,24100.46,Bags & Packaging,19256.26139304045,4415.744708498899,428.4538984606479,1.5181422859967522,Semaine forte
2011-09-26,18354.065,Bags & Packaging,19659.579323094946,-1237.7604764977002,-67.75384659724659,1.1814352385695166,Semaine normale
2011-10-03,21278.905,Bags & Packaging,20072.57222385193,1780.9392970809836,-574.6065209329136,1.4015178855199781,Semaine forte
2011-10-10,18363.965,Bags & Packaging,20491.334530879845,-1957.2248785857669,-170.1446522940787,1.1886367161175442,Semaine normale
2011-10-17,16930.385,Bags & Packaging,20914.199743704245,-4037.2845377579233,53.469794053678925,1.0823568784760735,Semaine normale
2011-10-24,18640.605,Bags & Packaging,21340.31965692117,-2117.474491134081,-582.2401657870869,1.2328069694715016,Semaine forte
2011-10-31,18803.485,Bags & Packaging,21769.230314095246,-2585.2377853643898,-380.5075287308573,1.2303152570672153,Semaine forte
2011-11-07,25476.7,Bags & Packaging,22200.824720625875,2866.461910808808,409.4133685653178,1.6076249586598144,Semaine forte
2011-11-14,26671.81,Bags & Packaging,22635.15708732815,4077.2059108283906,-40.5529981565378,1.7131276349138538,Semaine forte
2011-11-21,22061.31,Bags & Packaging,23072.20356980522,-999.5417408823855,-11.351828922834102,1.4155725181574326,Semaine forte
2011-11-28,23645.425,Bags & Packaging,23511.938241146894,-194.37847138207937,327.86523023518384,1.4954107962330534,Semaine forte
2011-12-05,21217.59,Bags & Packaging,23954.32163052123,-3055.6398838248983,318.90825330366715,1.3402823717245074,Semaine forte
2010-11-29,14938.83,Kitchen & Tableware,14059.184250584793,1297.200782670944,-417.5550332557359,0.9966883618319503,Semaine normale
2010-12-06,26651.875,Kitchen & Tableware,13974.271268235918,12599.752522480143,77.85120928393917,1.7247561963244624,Semaine forte
2010-12-13,20044.885,Kitchen & Tableware,13889.206583578261,5584.582769012659,571.0956474090781,1.2639237142375375,Semaine forte
2010-12-20,7483.9349999999995,Kitchen & Tableware,13804.127980851019,-6418.721417663938,98.52843681291779,0.4793412481508519,Semaine faible
2010-12-27,0.0,Kitchen & Tableware,13718.948227468052,-13506.335156050154,-212.61307141789803,0.013799404833667227,Semaine faible
2011-01-03,12735.7,Kitchen & Tableware,13633.470019144877,-916.4978924501762,18.727873305299,0.825380328050468,Semaine normale
2011-01-10,15274.635,Kitchen & Tableware,13547.492303847652,2208.7874310246884,-481.64473487233954,1.022643063683746,Semaine normale
2011-01-17,13368.225,Kitchen & Tableware,13460.796868038135,-388.7277048285384,296.15583679040355,0.8484274894005488,Semaine normale
2011-01-24,13599.09,Kitchen & Tableware,13373.258149628098,263.7949236846084,-37.96307331270691,0.8850971148757243,Semaine normale
2011-01-31,13375.35,Kitchen & Tableware,13284.709586095894,38.85305726522762,51.78735663887892,0.8647503820735841,Semaine normale
2011-02-07,10296.37,Kitchen & Tableware,13195.05278752751,-2856.864682512365,-41.818105015143374,0.6709881097917183,Semaine faible
2011-02-14,14835.56,Kitchen & Tableware,13104.52824609299,1626.8423450912503,104.18940881575872,0.9561225242965863,Semaine normale
2011-02-21,14339.765,Kitchen & Tableware,13014.865747112395,1506.3942031590332,-181.49495027142984,0.9424855368127909,Semaine normale
2011-02-28,14240.185,Kitchen & Tableware,12930.021198507282,228.10490226704428,1082.0588992256726,0.8540129151332273,Semaine normale
2011-03-07,11378.285,Kitchen & Tableware,12848.49046493227,9183.282489163548,-10653.487954095819,1.4299466734076607,Semaine forte
