CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,CLV
16779,2,22,9261.210000000001,5,5,5,555,Champions,203746.62000000002
17243,1,26,7799.575,5,5,5,555,Champions,202788.94999999998
13018,16,28,7097.08,4,5,5,455,Champions,198718.24
13468,2,37,5358.555,5,5,5,555,Champions,198266.535
15769,7,26,7526.91,5,5,5,555,Champions,195699.66
17315,2,36,5432.115,5,5,5,555,Champions,195556.13999999998
16523,2,21,9053.43,5,5,5,555,Champions,190122.03
14849,22,25,7581.985000000001,4,5,5,455,Champions,189549.625
14056,1,23,8103.17,5,5,5,555,Champions,186372.91
12540,20,17,10752.164999999999,4,5,5,455,Champions,182786.805
14735,4,31,5847.64,5,5,5,555,Champions,181276.84
17865,31,20,8992.265,4,5,5,455,Champions,179845.3
15358,5,22,8078.905,5,5,5,555,Champions,177735.91
15005,16,28,6181.85,4,5,5,455,Champions,173091.80000000002
16033,6,20,8588.47,5,5,5,555,Champions,171769.4
15838,11,19,9036.99,5,5,5,555,Champions,171702.81
13854,9,25,6766.29,5,5,5,555,Champions,169157.25
15640,4,15,11195.975,5,5,5,555,Champions,167939.625
17850,372,34,4927.11,1,5,5,155,Loyal Customers,167521.74
18109,2,26,6391.295,5,5,5,555,Champions,166173.67
17706,4,17,9662.715,5,5,5,555,Champions,164266.155
13881,4,20,8194.405,5,5,5,555,Champions,163888.1
17757,1,30,5222.2,5,5,5,555,Champions,156666.0
12731,24,12,12872.145,4,5,5,455,Champions,154465.74
16558,1,20,7684.95,5,5,5,555,Champions,153699.0
16729,38,21,7033.035,3,5,5,355,Loyal Customers,147693.735
13534,2,25,5856.13,5,5,5,555,Champions,146403.25
13102,1,24,6050.905,5,5,5,555,Champions,145221.72
13969,7,18,8013.27,5,5,5,555,Champions,144238.86000000002
17017,3,20,7169.62,5,5,5,555,Champions,143392.4
16843,43,16,8956.85,3,5,5,355,Loyal Customers,143309.6
14367,8,16,8803.085000000001,5,5,5,555,Champions,140849.36000000002
18118,11,26,5333.66,5,5,5,555,Champions,138675.16
16672,2,20,6731.155,5,5,5,555,Champions,134623.1
14796,1,17,7771.59,5,5,5,555,Champions,132117.03
16814,14,21,6177.675,5,5,5,555,Champions,129731.175
13458,7,14,9179.84,5,5,5,555,Champions,128517.76000000001
12709,15,15,8404.78,4,5,5,455,Champions,126071.70000000001
17340,30,11,11427.48,4,5,5,455,Champions,125702.28
15044,19,17,7371.895,4,5,5,455,Champions,125322.21500000001
16923,12,19,6490.43,5,5,5,555,Champions,123318.17000000001
18229,12,20,6156.6,5,5,5,555,Champions,123132.0
12720,3,25,4912.15,5,5,5,555,Champions,122803.74999999999
18172,15,20,5959.59,4,5,5,455,Champions,119191.8
17139,16,12,9868.815,4,5,5,455,Champions,118425.78
15290,5,18,6570.82,5,5,5,555,Champions,118274.76
12474,17,18,6534.1849999999995,4,5,5,455,Champions,117615.32999999999
16746,5,18,6221.58,5,5,5,555,Champions,111988.44
17381,9,29,3826.59,5,5,5,555,Champions,110971.11
13668,3,21,5276.66,5,5,5,555,Champions,110809.86
15144,8,17,6502.91,5,5,5,555,Champions,110549.47
13488,17,13,8371.085,4,5,5,455,Champions,108824.10499999998
16353,4,23,4615.1900000000005,5,5,5,555,Champions,106149.37000000001
14688,8,21,5031.845,5,5,5,555,Champions,105668.74500000001
13985,4,15,7022.63,5,5,5,555,Champions,105339.45
16161,2,19,5314.795,5,5,5,555,Champions,100981.105
13004,12,18,5565.69,5,5,5,555,Champions,100182.42
14733,16,12,8292.025,4,5,5,455,Champions,99504.29999999999
13418,12,18,5524.84,5,5,5,555,Champions,99447.12
12569,2,32,3105.475,5,5,5,555,Champions,99375.2
17404,4,13,7584.945000000001,5,5,5,555,Champions,98604.285
15465,20,18,5442.005,4,5,5,455,Champions,97956.09
15194,3,15,6527.9,5,5,5,555,Champions,97918.5
13599,1,21,4662.595,5,5,5,555,Champions,97914.49500000001
14180,11,25,3906.5699999999997,5,5,5,555,Champions,97664.25
16187,32,15,6455.715,4,5,5,455,Champions,96835.725
12683,4,14,6891.255,5,5,5,555,Champions,96477.57
16745,87,17,5621.755,2,5,5,255,Loyal Customers,95569.835
12841,5,25,3794.16,5,5,5,555,Champions,94854.0
16931,5,21,4515.79,5,5,5,555,Champions,94831.59
17068,12,21,4511.59,5,5,5,555,Champions,94743.39
13050,15,17,5557.35,4,5,5,455,Champions,94474.95000000001
13069,1,24,3915.925,5,5,5,555,Champions,93982.20000000001
16713,19,15,6258.895,4,5,5,455,Champions,93883.425
13001,4,13,7142.9800000000005,5,5,5,555,Champions,92858.74
15125,25,15,6132.845,4,5,5,455,Champions,91992.675
12583,3,15,6127.51,5,5,5,555,Champions,91912.65000000001
13090,9,13,7032.61,5,5,5,555,Champions,91423.93
15601,11,14,6506.235,5,5,5,555,Champions,91087.29
15805,23,17,5316.345,4,5,5,455,Champions,90377.865
14057,24,17,5281.0,4,5,5,455,Champions,89777.0
14060,5,19,4609.27,5,5,5,555,Champions,87576.13
12901,9,28,3116.535,5,5,5,555,Champions,87262.98
18223,5,14,6173.505,5,5,5,555,Champions,86429.07
15249,32,13,6645.41,4,5,5,455,Champions,86390.33
14562,4,18,4786.22,5,5,5,555,Champions,86151.96
13267,3,19,4425.115,5,5,5,555,Champions,84077.185
12567,23,10,8210.19,4,5,5,455,Champions,82101.90000000001
13871,23,13,6299.2300000000005,4,5,5,455,Champions,81889.99
16945,22,19,4303.755,4,5,5,455,Champions,81771.345
16210,2,17,4780.66,5,5,5,555,Champions,81271.22
17377,24,20,4029.245,4,5,5,455,Champions,80584.9
14769,3,8,9938.37,5,5,5,555,Champions,79506.96
17719,38,15,5160.125,3,5,5,355,Loyal Customers,77401.875
12839,3,14,5512.795,5,5,5,555,Champions,77179.13
18041,12,21,3656.84,5,5,5,555,Champions,76793.64
12433,1,7,10956.71,5,5,5,555,Champions,76696.97
14085,2,18,4260.3,5,5,5,555,Champions,76685.40000000001
14534,3,18,4207.495,5,5,5,555,Champions,75734.91
13709,4,13,5761.45,5,5,5,555,Champions,74898.84999999999
14415,1,13,5746.795,5,5,5,555,Champions,74708.335
13269,1,15,4972.37,5,5,5,555,Champions,74585.55
16168,11,27,2749.25,5,5,5,555,Champions,74229.75
12431,36,15,4948.375,3,5,5,355,Loyal Customers,74225.625
13576,10,18,4120.345,5,5,5,555,Champions,74166.21
15555,12,16,4602.33,5,5,5,555,Champions,73637.28
15738,19,16,4558.85,4,5,5,455,Champions,72941.6
15482,16,11,6535.0650000000005,4,5,5,455,Champions,71885.71500000001
14062,10,12,5978.045,5,5,5,555,Champions,71736.54000000001
12753,23,6,11923.6,4,5,5,455,Champions,71541.6
12437,2,18,3971.99,5,5,5,555,Champions,71495.81999999999
14952,60,11,6447.885,3,5,5,355,Loyal Customers,70926.735
12477,23,6,11564.115,4,5,5,455,Champions,69384.69
15023,3,11,6200.965,5,5,5,555,Champions,68210.615
14258,9,9,7569.085,5,5,5,555,Champions,68121.765
14189,2,15,4451.405,5,5,5,555,Champions,66771.075
18092,2,11,6058.075,5,5,5,555,Champions,66638.825
15251,9,11,6020.965,5,5,5,555,Champions,66230.615
14944,30,12,5491.99,4,5,5,455,Champions,65903.88
17920,4,17,3874.4049999999997,5,5,5,555,Champions,65864.885
16700,9,13,5019.39,5,5,5,555,Champions,65252.07000000001
15719,33,13,5018.42,4,5,5,455,Champions,65239.46
17576,8,19,3427.255,5,5,5,555,Champions,65117.845
18055,7,10,6477.4400000000005,5,5,5,555,Champions,64774.40000000001
15694,1,13,4948.8099999999995,5,5,5,555,Champions,64334.52999999999
15547,7,14,4569.09,5,5,5,555,Champions,63967.26
14709,15,13,4898.145,4,5,5,455,Champions,63675.88500000001
16592,4,16,3967.295,5,5,5,555,Champions,63476.72
17730,3,13,4880.595,5,5,5,555,Champions,63447.735
16458,3,18,3481.27,5,5,5,555,Champions,62662.86
14936,34,8,7790.03,3,5,5,355,Loyal Customers,62320.24
17238,3,17,3641.38,5,5,5,555,Champions,61903.46
17613,23,14,4421.16,4,5,5,455,Champions,61896.24
18225,3,12,5152.245,5,5,5,555,Champions,61826.94
17690,30,15,4112.52,4,5,5,455,Champions,61687.8
14866,11,11,5603.1900000000005,5,5,5,555,Champions,61635.090000000004
16626,1,17,3618.04,5,5,5,555,Champions,61506.68
13178,26,11,5575.935,4,5,5,455,Champions,61335.285
13013,1,13,4682.365,5,5,5,555,Champions,60870.744999999995
15187,2,15,4047.235,5,5,5,555,Champions,60708.525
15152,10,13,4613.315,5,5,5,555,Champions,59973.094999999994
14191,2,13,4571.765,5,5,5,555,Champions,59432.94500000001
17716,23,11,5399.74,4,5,5,455,Champions,59397.14
14961,11,9,6559.905,5,5,5,555,Champions,59039.145
12931,22,15,3932.14,4,5,5,455,Champions,58982.1
12476,16,11,5327.415,4,5,5,455,Champions,58601.565
17611,7,15,3901.875,5,5,5,555,Champions,58528.125
15955,24,14,4143.7300000000005,4,5,5,455,Champions,58012.22000000001
17975,15,13,4422.665,4,5,5,455,Champions,57494.645
12989,3,15,3798.9,5,5,5,555,Champions,56983.5
14092,8,14,4056.765,5,5,5,555,Champions,56794.71
13097,33,10,5664.645,4,5,5,455,Champions,56646.450000000004
16722,17,13,4339.755,4,5,5,455,Champions,56416.815
15046,9,15,3753.38,5,5,5,555,Champions,56300.700000000004
17652,25,12,4659.955,4,5,5,455,Champions,55919.46
18198,4,17,3277.96,5,5,5,555,Champions,55725.32
18226,44,11,5064.89,3,5,5,355,Loyal Customers,55713.79
13756,2,14,3977.6600000000003,5,5,5,555,Champions,55687.240000000005
14135,2,15,3678.75,5,5,5,555,Champions,55181.25
15867,5,15,3658.515,5,5,5,555,Champions,54877.725
17857,4,22,2482.15,5,5,5,555,Champions,54607.3
12678,42,9,6053.99,3,5,5,355,Loyal Customers,54485.909999999996
17107,33,6,8929.3,4,5,5,455,Champions,53575.799999999996
14755,10,11,4858.515,5,5,5,555,Champions,53443.665
16767,31,11,4836.2,4,5,5,455,Champions,53198.2
16011,8,16,3323.5699999999997,5,5,5,555,Champions,53177.119999999995
15301,51,12,4381.1050000000005,3,5,5,355,Loyal Customers,52573.26000000001
17306,11,19,2755.86,5,5,5,555,Champions,52361.340000000004
14702,1,17,3071.43,5,5,5,555,Champions,52214.31
16904,4,15,3471.02,5,5,5,555,Champions,52065.3
14110,4,12,4318.31,5,5,5,555,Champions,51819.72
12626,23,9,5712.795,4,5,5,455,Champions,51415.155
15150,17,10,5139.01,4,5,5,455,Champions,51390.100000000006
13340,45,7,7316.21,3,5,5,355,Loyal Customers,51213.47
15502,16,10,5117.235,4,5,5,455,Champions,51172.35
17338,17,8,6366.61,4,5,5,455,Champions,50932.88
14159,20,11,4583.95,4,5,5,455,Champions,50423.45
15291,26,14,3587.435,4,5,5,455,Champions,50224.09
15804,1,13,3857.605,5,5,5,555,Champions,50148.865
12712,29,13,3856.83,4,5,5,455,Champions,50138.79
12705,15,8,6207.915,4,5,5,455,Champions,49663.32
12428,26,8,6175.495,4,5,5,455,Champions,49403.96
14800,48,12,4110.24,3,5,5,355,Loyal Customers,49322.88
17419,11,12,4108.62,5,5,5,555,Champions,49303.44
16985,17,10,4900.15,4,5,5,455,Champions,49001.5
14282,3,15,3263.205,5,5,5,555,Champions,48948.075
17509,58,8,6083.64,3,5,5,355,Loyal Customers,48669.12
15218,11,11,4407.455,5,5,5,555,Champions,48482.005
14543,29,16,3026.965,4,5,5,455,Champions,48431.44
15570,7,12,4016.66,5,5,5,555,Champions,48199.92
16191,3,13,3702.03,5,5,5,555,Champions,48126.39
17049,3,9,5346.845,5,5,5,555,Champions,48121.605
17364,1,11,4344.445,5,5,5,555,Champions,47788.895
14401,4,13,3638.155,5,5,5,555,Champions,47296.015
13093,276,8,5875.21,1,5,5,155,Loyal Customers,47001.68
16186,23,12,3898.465,4,5,5,455,Champions,46781.58
12955,1,11,4241.17,5,5,5,555,Champions,46652.87
13999,10,12,3874.79,5,5,5,555,Champions,46497.479999999996
16701,9,13,3570.685,5,5,5,555,Champions,46418.905
14607,16,12,3862.065,4,5,5,455,Champions,46344.78
12490,5,10,4604.265,5,5,5,555,Champions,46042.65
12362,3,10,4592.605,5,5,5,555,Champions,45926.049999999996
14505,17,8,5695.735,4,5,5,455,Champions,45565.88
12637,67,8,5695.5,3,5,5,355,Loyal Customers,45564.0
16265,9,9,5018.835,5,5,5,555,Champions,45169.515
13209,30,8,5593.74,4,5,5,455,Champions,44749.92
15298,2,12,3724.325,5,5,5,555,Champions,44691.899999999994
12481,23,10,4467.3949999999995,4,5,5,455,Champions,44673.95
17061,74,11,4052.33,2,5,5,255,Loyal Customers,44575.63
12766,4,7,6343.255,5,5,5,555,Champions,44402.785
17961,21,39,1125.54,4,5,4,454,Champions,43896.06
16670,17,11,3986.31,4,5,5,455,Champions,43849.409999999996
17220,24,14,3122.17,4,5,5,455,Champions,43710.380000000005
16656,22,15,2891.38,4,5,5,455,Champions,43370.700000000004
16928,80,17,2526.55,2,5,5,255,Loyal Customers,42951.350000000006
15529,23,11,3894.55,4,5,5,455,Champions,42840.05
12747,2,11,3883.7599999999998,5,5,5,555,Champions,42721.36
17001,1,11,3832.695,5,5,5,555,Champions,42159.645000000004
14560,7,22,1914.335,5,5,5,555,Champions,42115.37
17416,30,7,6001.2300000000005,4,5,5,455,Champions,42008.61
13148,29,12,3473.34,4,5,5,455,Champions,41680.08
16326,6,14,2972.42,5,5,5,555,Champions,41613.880000000005
17858,6,12,3465.335,5,5,5,555,Champions,41584.020000000004
13552,66,12,3442.86,3,5,5,355,Loyal Customers,41314.32
14397,3,19,2170.73,5,5,5,555,Champions,41243.87
14291,2,11,3746.05,5,5,5,555,Champions,41206.55
13880,21,13,3154.985,4,5,5,455,Champions,41014.805
12472,32,7,5803.29,4,5,5,455,Champions,40623.03
17809,16,12,3383.205,4,5,5,455,Champions,40598.46
16145,9,11,3671.285,5,5,5,555,Champions,40384.134999999995
14040,41,12,3363.93,3,5,5,355,Loyal Customers,40367.159999999996
16549,10,10,3973.375,5,5,5,555,Champions,39733.75
14390,10,9,4402.400000000001,5,5,5,555,Champions,39621.600000000006
12451,11,5,7921.6849999999995,5,4,5,545,Champions,39608.424999999996
16393,2,13,3037.81,5,5,5,555,Champions,39491.53
16553,163,12,3289.81,2,5,5,255,Loyal Customers,39477.72
15939,90,14,2807.35,2,5,5,255,Loyal Customers,39302.9
13324,36,10,3921.045,3,5,5,355,Loyal Customers,39210.45
16180,100,8,4859.395,2,5,5,255,Loyal Customers,38875.16
14426,24,10,3879.585,4,5,5,455,Champions,38795.85
12662,1,11,3512.565,5,5,5,555,Champions,38638.215000000004
17651,12,10,3852.055,5,5,5,555,Champions,38520.549999999996
17686,7,7,5482.63,5,5,5,555,Champions,38378.41
17769,13,10,3830.36,5,5,5,555,Champions,38303.6
16873,5,6,6379.715,5,5,5,555,Champions,38278.29
16607,18,14,2725.42,4,5,5,455,Champions,38155.880000000005
16609,15,7,5426.71,4,5,5,455,Champions,37986.97
16712,9,11,3451.665,5,5,5,555,Champions,37968.315
17346,4,15,2529.655,5,5,5,555,Champions,37944.825000000004
16401,1,12,3139.325,5,5,5,555,Champions,37671.899999999994
17725,16,11,3296.48,4,5,5,455,Champions,36261.28
15271,7,15,2416.84,5,5,5,555,Champions,36252.600000000006
13266,11,12,3020.025,5,5,5,555,Champions,36240.3
13230,4,14,2577.53,5,5,5,555,Champions,36085.420000000006
16764,4,13,2771.45,5,5,5,555,Champions,36028.85
14132,2,11,3272.16,5,5,5,555,Champions,35993.759999999995
12757,16,9,3980.03,4,5,5,455,Champions,35820.270000000004
16678,3,12,2984.15,5,5,5,555,Champions,35809.8
16818,11,11,3254.475,5,5,5,555,Champions,35799.225
16652,59,7,5097.9349999999995,3,5,5,355,Loyal Customers,35685.545
17365,13,8,4405.58,5,5,5,555,Champions,35244.64
17965,38,14,2514.905,3,5,5,355,Loyal Customers,35208.670000000006
13742,17,12,2917.74,4,5,5,455,Champions,35012.88
13426,1,10,3489.605,5,5,5,555,Champions,34896.05
15382,15,6,5790.07,4,5,5,455,Champions,34740.42
18241,10,17,2042.99,5,5,5,555,Champions,34730.83
17659,17,12,2833.98,4,5,5,455,Champions,34007.76
17091,3,9,3739.9,5,5,5,555,Champions,33659.1
16241,10,13,2571.07,5,5,5,555,Champions,33423.91
14227,26,10,3322.11,4,5,5,455,Champions,33221.1
14329,17,7,4733.52,4,5,5,455,Champions,33134.64
16570,15,10,3307.7599999999998,4,5,5,455,Champions,33077.6
18065,6,14,2355.4,5,5,5,555,Champions,32975.6
12949,31,8,4114.295,4,5,5,455,Champions,32914.36
13139,16,7,4686.7,4,5,5,455,Champions,32806.9
15854,4,12,2733.395,5,5,5,555,Champions,32800.74
18283,4,16,2030.48,5,5,5,555,Champions,32487.68
14099,16,11,2941.025,4,5,5,455,Champions,32351.275
14292,8,9,3575.0750000000003,5,5,5,555,Champions,32175.675000000003
16019,47,9,3574.3650000000002,3,5,5,355,Loyal Customers,32169.285000000003
16837,31,11,2917.695,4,5,5,455,Champions,32094.645
12553,8,10,3192.46,5,5,5,555,Champions,31924.6
15622,43,9,3527.655,3,5,5,355,Loyal Customers,31748.895
15544,9,9,3520.05,5,5,5,555,Champions,31680.45
14217,2,17,1860.955,5,5,5,555,Champions,31636.235
18139,18,6,5259.195,4,5,5,455,Champions,31555.17
15727,17,7,4496.315,4,5,5,455,Champions,31474.204999999998
12957,10,8,3920.495,5,5,5,555,Champions,31363.96
14299,8,9,3466.35,5,5,5,555,Champions,31197.149999999998
14395,2,9,3453.76,5,5,5,555,Champions,31083.840000000004
15034,16,8,3867.0,4,5,5,455,Champions,30936.0
13695,31,15,2060.1,4,5,5,455,Champions,30901.5
17644,1,11,2800.525,5,5,5,555,Champions,30805.775
17231,12,10,3049.1,5,5,5,555,Champions,30491.0
12647,22,12,2537.58,4,5,5,455,Champions,30450.96
13014,11,10,3026.705,5,5,5,555,Champions,30267.05
14032,2,11,2739.15,5,5,5,555,Champions,30130.65
13268,18,10,3010.795,4,5,5,455,Champions,30107.95
16333,8,22,1367.43,5,5,4,554,Champions,30083.460000000003
14547,4,8,3755.715,5,5,5,555,Champions,30045.72
14525,20,9,3334.825,4,5,5,455,Champions,30013.425
17491,1,10,2979.55,5,5,5,555,Champions,29795.5
12779,38,8,3722.835,3,5,5,355,Loyal Customers,29782.68
12744,56,4,7385.275,3,4,5,345,Loyal Customers,29541.1
15514,12,11,2680.98,5,5,5,555,Champions,29490.78
17173,5,8,3654.475,5,5,5,555,Champions,29235.8
17799,22,10,2921.485,4,5,5,455,Champions,29214.850000000002
14221,42,9,3207.21,3,5,5,355,Loyal Customers,28864.89
16782,10,13,2218.55,5,5,5,555,Champions,28841.15
15845,18,8,3604.25,4,5,5,455,Champions,28834.0
13137,11,8,3596.135,5,5,5,555,Champions,28769.08
14004,43,7,4098.9349999999995,3,5,5,355,Loyal Customers,28692.545
13842,59,9,3176.125,3,5,5,355,Loyal Customers,28585.125
13047,57,9,3168.875,3,5,5,355,Loyal Customers,28519.875
16919,156,11,2583.1,2,5,5,255,Loyal Customers,28414.1
14713,9,11,2565.25,5,5,5,555,Champions,28217.75
13993,43,9,3124.535,3,5,5,355,Loyal Customers,28120.815
17602,2,6,4681.6,5,5,5,555,Champions,28089.600000000002
17567,7,8,3506.14,5,5,5,555,Champions,28049.12
18077,8,11,2530.6349999999998,5,5,5,555,Champions,27836.984999999997
17426,8,6,4627.34,5,5,5,555,Champions,27764.04
12594,38,9,3081.425,3,5,5,355,Loyal Customers,27732.825
13327,39,8,3458.62,3,5,5,355,Loyal Customers,27668.96
12347,2,7,3921.635,5,5,5,555,Champions,27451.445
12867,26,7,3899.85,4,5,5,455,Champions,27298.95
15129,50,11,2480.8450000000003,3,5,5,355,Loyal Customers,27289.295000000002
12395,19,12,2270.44,4,5,5,455,Champions,27245.28
16156,9,9,3022.915,5,5,5,555,Champions,27206.235
15114,30,10,2715.71,4,5,5,455,Champions,27157.1
15356,31,10,2714.095,4,5,5,455,Champions,27140.949999999997
17758,19,8,3384.1,4,5,5,455,Champions,27072.8
16912,29,11,2448.58,4,5,5,455,Champions,26934.379999999997
15235,218,12,2227.21,1,5,5,155,Loyal Customers,26726.52
17790,27,14,1908.775,4,5,5,455,Champions,26722.850000000002
14456,5,9,2957.855,5,5,5,555,Champions,26620.695
12417,3,9,2947.69,5,5,5,555,Champions,26529.21
17528,1,8,3305.715,5,5,5,555,Champions,26445.72
15373,8,12,2193.26,5,5,5,555,Champions,26319.120000000003
14825,4,12,2181.61,5,5,5,555,Champions,26179.32
17954,5,12,2178.015,5,5,5,555,Champions,26136.18
15410,84,8,3261.29,2,5,5,255,Loyal Customers,26090.32
15687,9,9,2882.245,5,5,5,555,Champions,25940.204999999998
14502,20,11,2350.79,4,5,5,455,Champions,25858.69
13629,23,11,2346.76,4,5,5,455,Champions,25814.36
14239,43,11,2337.85,3,5,5,355,Loyal Customers,25716.35
15606,61,9,2853.15,3,5,5,355,Loyal Customers,25678.350000000002
13769,2,10,2564.1,5,5,5,555,Champions,25641.0
12939,64,8,3204.105,3,5,5,355,Loyal Customers,25632.84
15628,5,9,2843.495,5,5,5,555,Champions,25591.454999999998
15632,16,8,3197.86,4,5,5,455,Champions,25582.88
15903,10,7,3650.96,5,5,5,555,Champions,25556.72
15379,169,7,3604.9700000000003,2,5,5,255,Loyal Customers,25234.79
13384,31,7,3596.83,4,5,5,455,Champions,25177.809999999998
14243,9,10,2512.705,5,5,5,555,Champions,25127.05
18075,23,10,2512.005,4,5,5,455,Champions,25120.050000000003
14388,10,8,3118.96,5,5,5,555,Champions,24951.68
16242,8,7,3558.95,5,5,5,555,Champions,24912.649999999998
15827,73,14,1775.54,2,5,5,255,Loyal Customers,24857.559999999998
15033,5,10,2482.33,5,5,5,555,Champions,24823.3
13571,13,12,2063.905,5,5,5,555,Champions,24766.86
14422,1,6,4072.545,5,5,5,555,Champions,24435.27
15981,25,8,3053.52,4,5,5,455,Champions,24428.16
13183,8,9,2696.84,5,5,5,555,Champions,24271.56
12627,11,6,4027.355,5,5,5,555,Champions,24164.13
17504,206,9,2657.815,1,5,5,155,Loyal Customers,23920.335
16126,29,4,5975.26,4,4,5,445,Champions,23901.04
16710,19,10,2371.63,4,5,5,455,Champions,23716.300000000003
17069,28,9,2633.3,4,5,5,455,Champions,23699.7
12708,30,10,2362.21,4,5,5,455,Champions,23622.1
14711,10,11,2146.64,5,5,5,555,Champions,23613.039999999997
12524,9,8,2951.585,5,5,5,555,Champions,23612.68
14907,3,7,3362.045,5,5,5,555,Champions,23534.315000000002
15861,12,8,2936.835,5,5,5,555,Champions,23494.68
12727,11,7,3346.045,5,5,5,555,Champions,23422.315000000002
13988,20,6,3892.68,4,5,5,455,Champions,23356.079999999998
15984,3,10,2296.135,5,5,5,555,Champions,22961.350000000002
12910,23,8,2856.475,4,5,5,455,Champions,22851.8
15974,39,7,3263.865,3,5,5,355,Loyal Customers,22847.055
14868,3,8,2855.14,5,5,5,555,Champions,22841.12
14810,41,11,2069.33,3,5,5,355,Loyal Customers,22762.629999999997
17530,1,10,2264.58,5,5,5,555,Champions,22645.8
14659,9,9,2506.73,5,5,5,555,Champions,22560.57
17230,264,8,2818.93,1,5,5,155,Loyal Customers,22551.44
15058,25,11,2044.315,4,5,5,455,Champions,22487.465
16556,67,7,3208.355,3,5,5,355,Loyal Customers,22458.485
15708,41,7,3208.16,3,5,5,355,Loyal Customers,22457.12
16717,24,6,3721.3250000000003,4,5,5,455,Champions,22327.95
13021,4,9,2471.385,5,5,5,555,Champions,22242.465000000004
13435,5,7,3176.705,5,5,5,555,Champions,22236.934999999998
