StockCode,description,product_category,quantity_sold,total_revenue,nb_orders,nb_customers,avg_unit_price,returned_qty,return_value,return_rate_qty,market_share_pct,rank_revenue,cumulative_revenue_pct,abc_class,first_period,second_period,growth_pct,bcg_quadrant,elasticity,elasticity_profile,peak_month,pricing_action,suggested_price,estimated_gain_5pct
82482,WOODEN PICTURE FRAME WHITE FINISH,Other,7010.5,18948.3,1100,410,3.1030650994575044,233.0,581.5500000000001,0.033235860494971826,0.2613691849395695,38,15.211829398349932,A,8142.635,10805.665,32.704769402042466,Étoile,,Non calculable,2011-11,Mettre en avant et sécuriser le stock,3.1030650994575044,0.0
20727,LUNCH BAG  BLACK SKULL.,Bags & Packaging,9893.5,18945.605,1273,458,2.1077863182167564,118.0,185.70000000000002,0.01192702279274271,0.26133201063087624,39,15.473161408980808,A,6761.405,12184.2,80.202191704239,Étoile,-3.966043661532688,Élastique,2011-09,Mettre en avant et sécuriser le stock,2.1077863182167564,0.0
22383,LUNCH BAG SUKI DESIGN ,Home Decor,10010.5,18783.14,1284,434,2.168208269525268,138.0,207.3,0.013785525198541532,0.25909099984725936,40,15.732252408828066,A,7862.59,10920.55,38.89252778028613,Étoile,-0.7191199727796381,Inélastique,2011-08,Tester une hausse de prix de 3 à 5 %,2.2766186830015314,939.157
22197,POPCORN HOLDER,Other,19262.5,18644.989999999998,1392,407,1.0435543018335685,471.0,366.55,0.02445165476963011,0.2571853854702756,41,15.989437794298341,A,6500.325,12144.664999999999,86.83165841707914,Étoile,3.6687703249731594,Atypique / complémentaire,2011-11,Mettre en avant et sécuriser le stock,1.0435543018335685,0.0
22961,JAM MAKING SET PRINTED,Other,11506.0,18555.735,1162,537,1.9049140893470793,331.0,425.75,0.02876759951329741,0.25595421926529777,42,16.24539201356364,A,8537.35,10018.385,17.347713283395898,Étoile,0.8849100814142442,Atypique / complémentaire,2010-12,Mettre en avant et sécuriser le stock,1.9049140893470793,0.0
22090,PAPER BUNTING RETROSPOT,Stationery,5851.0,18420.81,798,325,3.7798004987531173,72.0,196.40000000000003,0.012305588788241326,0.25409308991448687,43,16.49948510347813,A,10396.85,8023.96,-22.823162784881962,Vache à lait,,Non calculable,2011-05,Surveiller sans action urgente,3.7798004987531173,0.0
20728,LUNCH BAG CARS BLUE,Bags & Packaging,9455.5,18253.725,1150,479,2.063580034423408,214.0,327.4999999999999,0.02263233038972027,0.2517883517445387,44,16.751273455222666,A,7328.82,10924.905,49.06772167961556,Étoile,-5.949778436890409,Élastique,2011-08,Mettre en avant et sécuriser le stock,2.063580034423408,0.0
84946,ANTIQUE SILVER T-LIGHT GLASS,Other,12741.5,18002.33,905,415,1.5308881578947369,335.0,372.96,0.026292037829140996,0.24832065774307777,45,16.999594112965745,A,7737.955,10264.375,32.6497117132369,Étoile,-1.7871745533328425,Élastique,2011-11,Mettre en avant et sécuriser le stock,1.5308881578947369,0.0
82494L,WOODEN FRAME ANTIQUE WHITE ,Other,6100.0,17980.24,910,392,3.2622028353326065,305.0,788.5500000000001,0.05,0.24801595255605227,46,17.247610065521798,A,6704.705000000001,11275.535000000002,68.17346922795261,Étoile,,Non calculable,2011-11,Mettre en avant et sécuriser le stock,3.2622028353326065,0.0
21621,VINTAGE UNION JACK BUNTING,Stationery,2104.5,17627.395,475,267,8.43643298969072,28.0,238.0,0.013304822998336897,0.2431488768785507,47,17.49075894240035,A,10710.154999999999,6917.24,-35.41419335201031,Vache à lait,,Non calculable,2011-02,Surveiller sans action urgente,8.43643298969072,0.0
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,Other,2136.0,17467.899999999998,605,235,8.306650246305418,70.0,585.9,0.03277153558052434,0.24094883370043252,48,17.731707776100784,A,7673.599999999999,9794.3,27.636311509591327,Étoile,,Non calculable,2011-11,Mettre en avant et sécuriser le stock,8.306650246305418,0.0
23209,LUNCH BAG VINTAGE DOILY ,Stationery,10433.5,17372.595,1098,469,1.8247576301615798,40.0,65.8,0.003833804571811952,0.23963421496573523,49,17.971341991066517,A,2953.465,14419.13,388.2106271785851,Étoile,,Non calculable,2011-05,Mettre en avant et sécuriser le stock,1.8247576301615798,0.0
23201,JUMBO BAG ALPHABET,Bags & Packaging,8134.5,17369.185,906,396,2.3900109769484086,594.0,1076.0199999999998,0.07302231237322515,0.23958717808534782,50,18.210929169151864,A,3889.01,13480.175000000001,246.6222766205281,Étoile,2.9994177129609714,Atypique / complémentaire,2011-09,Mettre en avant et sécuriser le stock,2.3900109769484086,0.0
85099C,JUMBO  BAG BAROQUE BLACK WHITE,Bags & Packaging,7748.0,17260.85,933,306,2.605185577942736,281.0,510.8799999999999,0.03626742385131647,0.23809282605110577,51,18.449021995202973,A,7778.53,9482.32,21.903753022743373,Étoile,,Non calculable,2011-09,Mettre en avant et sécuriser le stock,2.605185577942736,0.0
22722,SET OF 6 SPICE TINS PANTRY DESIGN,Home Decor,4020.5,16743.025,834,393,4.674486422668241,30.0,118.00000000000001,0.00746175848775028,0.2309500481664759,52,18.679972043369446,A,10763.115,5979.91,-44.440712563231,Vache à lait,,Non calculable,2011-03,Surveiller sans action urgente,4.674486422668241,0.0
21181,PLEASE ONE PERSON METAL SIGN,Home Decor,7910.0,16705.245000000003,845,361,2.426067677946324,87.0,169.7,0.01099873577749684,0.23042891815444227,53,18.91040096152389,A,8773.405,7931.84,-9.59222787503826,Vache à lait,-5.234545435597341,Élastique,2011-09,Surveiller sans action urgente,2.426067677946324,0.0
21754,HOME BUILDING BLOCK WORD,Home Decor,2751.5,16497.275,777,360,6.271766965428937,11.0,65.05,0.003997819371252044,0.22756022020307556,54,19.137961181726965,A,9908.975,6588.3,-33.51179107829014,Vache à lait,,Non calculable,2010-12,Surveiller sans action urgente,6.271766965428937,0.0
48187,DOORMAT NEW ENGLAND,Other,2278.0,16394.09,600,314,7.87764119601329,4.0,31.8,0.001755926251097454,0.22613690627264435,55,19.364098087999608,A,8233.23,8160.86,-0.878998886220838,Vache à lait,,Non calculable,2011-03,Surveiller sans action urgente,7.87764119601329,0.0
23206,LUNCH BAG APPLE DESIGN,Home Decor,9078.5,16378.655,1036,401,2.0589553656220323,58.0,95.5,0.0063887206036239465,0.22592399886831033,56,19.590022086867922,A,4362.9800000000005,12015.675,175.40064359680764,Étoile,0.8307600324256394,Atypique / complémentaire,2011-05,Mettre en avant et sécuriser le stock,2.0589553656220323,0.0
21137,BLACK RECORD COVER FRAME,Other,4492.0,16364.369999999999,375,140,4.215585106382979,15.0,55.17,0.0033392698130008903,0.22572695434152626,57,19.81574904120945,A,5217.82,11146.55,113.62465550747247,Étoile,,Non calculable,2011-11,Mettre en avant et sécuriser le stock,4.215585106382979,0.0
22470,HEART OF WICKER LARGE,Home Decor,5403.5,16324.605000000001,925,485,3.2850427350427354,68.0,189.5,0.012584436013694827,0.22517844362346073,58,20.04092748483291,A,7782.040000000001,8542.565,9.77282306438928,Étoile,,Non calculable,2010-12,Mettre en avant et sécuriser le stock,3.2850427350427354,0.0
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,Bags & Packaging,5335.5,16198.945000000002,732,281,3.4687721691678037,40.0,118.00000000000001,0.007496954362290319,0.22344511389047644,59,20.264372598723387,A,7143.570000000001,9055.375,26.762599092610547,Étoile,,Non calculable,2011-11,Mettre en avant et sécuriser le stock,3.4687721691678037,0.0
23202,JUMBO BAG VINTAGE LEAF,Stationery,7700.0,16037.645,879,377,2.2962302483069976,242.0,442.46000000000004,0.03142857142857143,0.22122017289150805,60,20.485592771614897,A,2781.77,13255.875,376.5266359188574,Étoile,,Non calculable,2011-07,Mettre en avant et sécuriser le stock,2.2962302483069976,0.0
15056N,EDWARDIAN PARASOL NATURAL,Other,2816.5,16025.425000000001,456,184,6.279475982532751,45.0,266.05,0.015977276761938577,0.2210516125752812,61,20.706644384190177,A,6269.6,9755.825,55.60522202373357,Étoile,,Non calculable,2011-07,Mettre en avant et sécuriser le stock,6.279475982532751,0.0
22835,HOT WATER BOTTLE I AM SO POORLY,Other,3115.0,15925.64,657,316,5.565634441087613,346.0,1475.6999999999998,0.11107544141252007,0.21967519758717166,62,20.926319581777346,A,4843.645,11081.995,128.79453386860516,Étoile,,Non calculable,2011-11,Mettre en avant et sécuriser le stock,5.565634441087613,0.0
21175,GIN AND TONIC DIET METAL SIGN,Home Decor,6321.5,15693.210000000001,809,343,2.7694334975369457,2030.0,3775.33,0.32112631495689314,0.2164691031272199,63,21.142788684904566,A,6338.87,9354.34,47.571097056730935,Étoile,,Non calculable,2011-11,Vérifier qualité / description avant promotion,2.7694334975369457,0.0
20712,JUMBO BAG WOODLAND ANIMALS,Bags & Packaging,6280.5,15647.775,863,248,2.9266168009205984,240.0,426.46000000000004,0.03821351803200382,0.21584238152592958,64,21.358631066430494,A,6526.34,9121.435,39.763404909949514,Étoile,,Non calculable,2011-09,Mettre en avant et sécuriser le stock,2.9266168009205984,0.0
22698,PINK REGENCY TEACUP AND SAUCER,Kitchen & Tableware,4985.5,15399.185000000001,765,319,3.708229166666667,138.0,387.5,0.02768027279109417,0.21241337915188402,65,21.57104444558238,A,5959.14,9440.045,58.412875012166175,Étoile,,Non calculable,2011-09,Mettre en avant et sécuriser le stock,3.708229166666667,0.0
20726,LUNCH BAG WOODLAND,Bags & Packaging,7906.5,15368.555,1017,372,2.1818446601941743,82.0,134.9,0.010371213558464555,0.21199087485679166,66,21.78303532043917,A,6644.415,8724.14,31.30034773565467,Étoile,2.3340564928136773,Atypique / complémentaire,2011-08,Mettre en avant et sécuriser le stock,2.1818446601941743,0.0
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,Kitchen & Tableware,5203.0,15288.250000000002,880,356,3.2885442329227326,107.0,300.85,0.02056505862002691,0.21088316322057246,67,21.993918483659744,A,6461.460000000001,8826.79,36.606742129487756,Étoile,,Non calculable,2011-11,Mettre en avant et sécuriser le stock,3.2885442329227326,0.0
21929,JUMBO BAG PINK VINTAGE PAISLEY,Stationery,6646.5,15238.27,865,308,2.678348623853211,222.0,387.07000000000005,0.033401038140374636,0.21019374876844327,68,22.204112232428187,A,7731.065,7507.205,-2.895590710982247,Vache à lait,,Non calculable,2011-03,Surveiller sans action urgente,2.678348623853211,0.0
21731,RED TOADSTOOL LED NIGHT LIGHT,Other,7963.0,15205.04,849,266,2.3904327485380117,174.0,261.49999999999994,0.02185106115785508,0.20973538057628133,69,22.41384761300447,A,6218.1050000000005,8986.935,44.52851793271421,Étoile,0.22697775363852848,Atypique / complémentaire,2011-11,Mettre en avant et sécuriser le stock,2.3904327485380117,0.0
85099F,JUMBO BAG STRAWBERRY,Bags & Packaging,7518.0,15153.935,812,315,2.3821568627450977,250.0,448.49,0.03325352487363661,0.20903044809176627,70,22.622878061096234,A,6647.305,8506.630000000001,27.971110096497764,Étoile,,Non calculable,2011-03,Mettre en avant et sécuriser le stock,2.3821568627450977,0.0
22629,SPACEBOY LUNCH BOX ,Bags & Packaging,7848.0,15126.32,900,322,2.193337016574586,54.0,92.7,0.006880733944954129,0.20864953212346798,71,22.831527593219704,A,7189.035,7937.285,10.408211950560819,Étoile,,Non calculable,2011-09,Mettre en avant et sécuriser le stock,2.193337016574586,0.0
22382,LUNCH BAG SPACEBOY DESIGN ,Home Decor,8424.5,15042.335,1157,490,2.0130927835051544,159.0,242.35,0.018873523651255268,0.2074910592790888,72,23.039018652498793,A,5587.75,9454.585,69.20200438459128,Étoile,3.535406347735499,Atypique / complémentaire,2011-11,Mettre en avant et sécuriser le stock,2.0130927835051544,0.0
23344,JUMBO BAG 50'S CHRISTMAS ,Christmas,6875.0,15006.91,716,391,2.4177423822714683,262.0,486.96000000000004,0.03810909090909091,0.20700241368151626,73,23.246021066180308,A,0.0,15006.91,,Vache à lait,,Non calculable,2011-11,Surveiller sans action urgente,2.4177423822714683,0.0
23173,REGENCY TEAPOT ROSES ,Kitchen & Tableware,1807.5,14979.525,416,248,8.40688836104513,52.0,436.4,0.028769017980636236,0.206624670288728,74,23.452645736469037,A,3590.5,11389.025,217.19885809775798,Étoile,,Non calculable,2011-05,Mettre en avant et sécuriser le stock,8.40688836104513,0.0
22624,IVORY KITCHEN SCALES,Kitchen & Tableware,1818.5,14943.525,711,376,8.411744022503514,17.0,137.7,0.009348364036293648,0.20612809325238043,75,23.65877382972141,A,5488.525,9455.0,72.26850565498017,Étoile,,Non calculable,2011-06,Mettre en avant et sécuriser le stock,8.411744022503514,0.0
22077,6 RIBBONS RUSTIC CHARM,Accessories,7778.5,14830.045,955,413,2.211237113402062,34.0,56.099999999999994,0.004371022690750145,0.20456277208336038,76,23.863336601804775,A,5756.7300000000005,9073.315,57.61230768161786,Étoile,,Non calculable,2011-10,Mettre en avant et sécuriser le stock,2.211237113402062,0.0
21479,WHITE SKULL HOT WATER BOTTLE ,Other,2785.5,14732.855,499,252,4.952431372549019,185.0,635.9300000000001,0.06641536528450906,0.2032221520232876,77,24.066558753828062,A,6168.94,8563.914999999999,38.82312034158218,Étoile,,Non calculable,2010-12,Mettre en avant et sécuriser le stock,4.952431372549019,0.0
21733,RED HANGING HEART T-LIGHT HOLDER,Home Decor,5095.5,14631.165,741,385,3.160996015936255,57.0,152.95000000000002,0.011186340889019724,0.20181945983367144,78,24.26837821366173,A,7059.6,7571.5650000000005,7.252039775624683,Étoile,,Non calculable,2011-11,Mettre en avant et sécuriser le stock,3.160996015936255,0.0
21523,DOORMAT FANCY FONT HOME SWEET HOME,Home Decor,2008.5,14491.48,502,203,7.925617529880478,5.0,40.05,0.0024894199651481204,0.19989267196361005,79,24.468270885625344,A,6378.055,8113.425,27.208451479330293,Étoile,,Non calculable,2011-09,Mettre en avant et sécuriser le stock,7.925617529880478,0.0
22728,ALARM CLOCK BAKELIKE PINK,Other,3561.5,14352.345,783,291,4.579709228824274,41.0,153.75,0.011512003369366839,0.19797347068715954,80,24.666244356312504,A,5229.26,9123.085,74.46225660992184,Étoile,,Non calculable,2011-11,Mettre en avant et sécuriser le stock,4.579709228824274,0.0
82483,WOOD 2 DRAWER CABINET WHITE FINISH,Other,2248.5,14152.985,543,241,6.703663003663004,203.0,1225.8500000000001,0.09028241049588615,0.19522353741031928,81,24.86146789372282,A,5312.325,8840.66,66.41790553100573,Étoile,,Non calculable,2011-11,Mettre en avant et sécuriser le stock,6.703663003663004,0.0
22384,LUNCH BAG PINK POLKADOT,Bags & Packaging,8268.0,14144.34,1090,444,2.031925522252498,152.0,236.20000000000002,0.018384131591678763,0.19510428995256304,82,25.056572183675385,A,5519.845,8624.495,56.245238770291564,Étoile,-1.4917537321936252,Élastique,2011-07,Mettre en avant et sécuriser le stock,2.031925522252498,0.0
22467,GUMBALL COAT RACK,Other,5749.5,14077.93,681,262,2.8794049346879533,146.0,334.95000000000005,0.02539351247934603,0.19418824325856743,83,25.250760426933955,A,6151.825,7926.1050000000005,28.841522637591293,Étoile,,Non calculable,2011-11,Mettre en avant et sécuriser le stock,2.8794049346879533,0.0
48194,DOORMAT HEARTS,Home Decor,1913.0,14018.79,592,286,7.957032040472175,3.0,23.85,0.0015682174594877157,0.19337247753830092,84,25.444132904472255,A,6773.33,7245.46,6.970426658674539,Étoile,,Non calculable,2011-03,Mettre en avant et sécuriser le stock,7.957032040472175,0.0
21485,RETROSPOT HEART HOT WATER BOTTLE,Home Decor,2809.0,13915.295,623,371,5.3833593749999995,20.0,99.0,0.00711997152011392,0.1919448875278345,85,25.63607779200009,A,5652.195,8263.1,46.19276228084843,Étoile,,Non calculable,2011-11,Mettre en avant et sécuriser le stock,5.3833593749999995,0.0
